,WT_1,KO_1,WT_2,KO_2,WT_3,KO_3
ENSMUSG00000049600,156,162,217,182,101,148
ENSMUSG00000033916,2161,1734,1881,1872,1834,1914
ENSMUSG00000005575,1340,1189,1336,1346,1555,1480
ENSMUSG00000030380,20,30,29,30,25,45
ENSMUSG00000070817,0,0,0,0,0,0
ENSMUSG00000110268,0,0,0,0,0,0
ENSMUSG00000109707,0,0,0,0,0,0
ENSMUSG00000070816,0,0,0,0,0,0
ENSMUSG00000070815,0,0,0,0,0,0
ENSMUSG00000109830,0,0,0,0,0,0
ENSMUSG00000095902,0,0,0,0,0,0
ENSMUSG00000048261,0,0,0,2,0,2
ENSMUSG00000110365,0,0,0,0,0,0
ENSMUSG00000109911,0,0,0,0,0,0
ENSMUSG00000095629,0,0,0,0,0,0
ENSMUSG00000092427,0,0,0,0,0,0
ENSMUSG00000070814,145,142,139,133,126,188
ENSMUSG00000056394,317,368,589,741,370,405
ENSMUSG00000033847,14,4,4,3,4,4
ENSMUSG00000074547,0,0,0,0,0,0
ENSMUSG00000087915,0,0,0,0,0,0
ENSMUSG00000108293,0,0,0,0,0,0
ENSMUSG00000109929,0,0,0,0,0,0
ENSMUSG00000088361,0,0,0,0,0,0
ENSMUSG00000005649,0,0,0,0,0,0
ENSMUSG00000107945,0,0,0,0,0,0
ENSMUSG00000074378,0,0,0,0,0,0
ENSMUSG00000107687,0,0,0,0,0,0
ENSMUSG00000098644,0,0,0,0,0,0
ENSMUSG00000078800,0,0,0,0,0,0
ENSMUSG00000078799,4912,2414,2201,1781,2542,2539
ENSMUSG00000101532,1315,254,329,117,727,295
ENSMUSG00000099400,26,15,4,5,30,23
ENSMUSG00000100468,9,4,15,4,6,27
ENSMUSG00000082586,23,22,15,11,23,34
ENSMUSG00000070811,8389,8173,9214,7810,10468,10090
ENSMUSG00000099901,14,19,32,19,98,29
ENSMUSG00000078798,17543,13252,16492,15259,20250,17025
ENSMUSG00000100660,101,54,84,37,251,77
ENSMUSG00000081982,54,36,17,16,41,27
ENSMUSG00000100566,16,11,0,3,6,9
ENSMUSG00000074377,4,3,2,2,6,3
ENSMUSG00000099596,0,0,0,2,0,1
ENSMUSG00000099744,0,0,0,0,0,0
ENSMUSG00000074375,233,52,316,96,186,231
ENSMUSG00000084102,0,0,0,0,0,0
ENSMUSG00000080705,0,0,0,0,0,0
ENSMUSG00000100378,0,0,0,0,0,0
ENSMUSG00000070810,93,44,35,3,28,25
ENSMUSG00000098354,3,1,0,0,1,0
ENSMUSG00000098506,0,3,1,2,0,1
ENSMUSG00000099216,2,0,20,19,16,10
ENSMUSG00000098782,0,0,0,0,0,0
ENSMUSG00000107673,0,0,0,0,0,0
ENSMUSG00000030378,7811,2490,12227,6414,10641,5636
ENSMUSG00000094156,3,2,2,1,1,5
ENSMUSG00000098290,0,0,2,0,3,0
ENSMUSG00000098741,0,0,2,0,3,0
ENSMUSG00000041596,10,17,12,18,10,16
ENSMUSG00000099242,0,1,3,0,7,0
ENSMUSG00000100586,0,0,0,0,1,1
ENSMUSG00000099055,0,0,0,0,1,0
ENSMUSG00000098520,0,3,0,0,0,0
ENSMUSG00000093773,2,2,0,2,1,0
ENSMUSG00000055942,0,0,0,0,0,0
ENSMUSG00000093665,0,0,0,0,0,0
ENSMUSG00000105566,0,0,0,0,0,0
ENSMUSG00000098330,0,0,0,0,3,0
ENSMUSG00000098508,0,0,0,0,0,0
ENSMUSG00000093549,0,0,0,0,0,0
ENSMUSG00000093664,0,0,0,0,0,0
ENSMUSG00000064977,0,0,0,0,0,0
ENSMUSG00000093584,0,0,0,0,0,0
ENSMUSG00000106552,0,0,0,0,0,0
ENSMUSG00000098309,0,0,0,0,0,0
ENSMUSG00000098564,0,0,0,0,0,0
ENSMUSG00000093736,0,0,0,0,0,0
ENSMUSG00000099198,0,0,0,0,0,0
ENSMUSG00000098469,0,0,0,0,0,0
ENSMUSG00000094555,0,0,0,0,0,0
ENSMUSG00000095998,0,0,0,0,0,0
ENSMUSG00000093509,0,0,0,0,0,0
ENSMUSG00000105505,0,0,0,0,0,0
ENSMUSG00000099056,0,0,0,0,0,0
ENSMUSG00000099087,0,0,0,0,0,0
ENSMUSG00000093567,0,0,0,0,0,0
ENSMUSG00000093707,0,0,0,0,0,0
ENSMUSG00000093770,0,0,0,0,0,0
ENSMUSG00000105094,0,0,0,0,0,0
ENSMUSG00000098382,0,0,0,0,0,0
ENSMUSG00000099298,0,0,0,0,0,0
ENSMUSG00000094416,0,0,0,0,0,0
ENSMUSG00000095952,0,0,0,0,0,0
ENSMUSG00000095974,0,0,0,0,0,0
ENSMUSG00000093623,0,0,0,0,0,0
ENSMUSG00000096414,0,0,0,0,0,0
ENSMUSG00000094412,0,0,0,0,0,0
ENSMUSG00000093961,0,0,0,0,0,0
ENSMUSG00000094967,0,0,0,0,0,0
ENSMUSG00000093940,0,0,0,0,0,0
ENSMUSG00000096797,0,0,0,0,0,0
ENSMUSG00000095922,0,0,0,0,0,0
ENSMUSG00000094243,0,0,0,0,0,0
ENSMUSG00000096439,0,0,0,0,0,0
ENSMUSG00000098404,3,9,10,16,6,14
ENSMUSG00000093727,0,0,0,0,0,0
ENSMUSG00000106582,0,0,0,0,0,0
ENSMUSG00000098561,0,0,0,0,0,0
ENSMUSG00000106616,0,0,0,0,0,0
ENSMUSG00000093554,0,0,0,0,0,0
ENSMUSG00000098744,0,0,0,0,0,0
ENSMUSG00000074369,0,0,0,0,0,0
ENSMUSG00000054310,0,0,0,0,0,0
ENSMUSG00000098278,0,0,0,0,0,0
ENSMUSG00000095274,0,0,0,0,0,0
ENSMUSG00000093913,0,0,0,0,0,0
ENSMUSG00000093397,0,0,0,0,0,0
ENSMUSG00000066772,0,0,0,0,0,0
ENSMUSG00000093421,0,0,0,0,0,0
ENSMUSG00000093719,0,0,0,0,0,0
ENSMUSG00000098861,0,0,0,0,0,0
ENSMUSG00000098386,0,0,0,0,0,0
ENSMUSG00000093513,0,0,0,0,0,0
ENSMUSG00000096381,0,0,0,0,0,0
ENSMUSG00000105898,0,0,0,0,0,0
ENSMUSG00000106346,0,0,0,0,0,0
ENSMUSG00000093420,0,0,0,0,0,0
ENSMUSG00000095116,0,0,0,0,0,0
ENSMUSG00000093683,0,0,0,0,0,0
ENSMUSG00000105314,0,0,0,0,0,0
ENSMUSG00000074366,0,0,0,0,0,0
ENSMUSG00000104759,0,0,0,0,0,0
ENSMUSG00000105410,0,0,0,0,0,0
ENSMUSG00000092576,0,0,0,0,0,0
ENSMUSG00000041583,0,0,0,0,0,0
ENSMUSG00000041578,0,0,0,0,0,0
ENSMUSG00000074365,0,0,0,0,0,0
ENSMUSG00000106050,0,0,0,0,0,0
ENSMUSG00000041571,1358,942,1381,1051,1327,1184
ENSMUSG00000041560,2079,1556,2062,1920,2513,2223
ENSMUSG00000080478,0,0,2,0,0,0
ENSMUSG00000093249,0,0,0,0,0,0
ENSMUSG00000074364,33,43,24,51,12,28
ENSMUSG00000070808,308,324,318,337,355,277
ENSMUSG00000109984,1,1,5,1,5,4
ENSMUSG00000078796,1,1,1,1,0,0
ENSMUSG00000006024,2387,2153,2361,2227,2697,2238
ENSMUSG00000006021,378,278,516,313,343,302
ENSMUSG00000030376,0,0,1,0,0,4
ENSMUSG00000041420,19,19,7,16,3,20
ENSMUSG00000006019,401,378,476,575,341,450
ENSMUSG00000110413,0,0,0,0,0,0
ENSMUSG00000074361,44,103,45,29,15,38
ENSMUSG00000080413,0,0,0,0,0,0
ENSMUSG00000049130,41,77,13,39,8,39
ENSMUSG00000091811,81,97,69,111,107,116
ENSMUSG00000041375,531,433,530,547,569,546
ENSMUSG00000002083,153,160,177,336,288,194
ENSMUSG00000052833,608,692,899,924,763,702
ENSMUSG00000059273,1578,1642,1564,1695,1749,1794
ENSMUSG00000110181,2,0,0,2,0,0
ENSMUSG00000109781,0,1,1,1,1,0
ENSMUSG00000109647,3,0,0,3,1,0
ENSMUSG00000019158,325,305,291,262,341,271
ENSMUSG00000001988,2,7,5,6,11,12
ENSMUSG00000065893,0,0,0,0,0,0
ENSMUSG00000058230,5224,4238,5647,5286,5477,5044
ENSMUSG00000099423,0,0,0,0,0,1
ENSMUSG00000101135,2,1,0,0,3,0
ENSMUSG00000100583,0,0,0,0,0,1
ENSMUSG00000108316,0,0,0,0,0,0
ENSMUSG00000101008,0,0,0,0,0,0
ENSMUSG00000064745,0,0,0,0,1,0
ENSMUSG00000108610,1,0,0,1,2,1
ENSMUSG00000108307,0,0,0,0,0,0
ENSMUSG00000078795,0,0,0,0,0,0
ENSMUSG00000108370,0,0,1,0,0,0
ENSMUSG00000108366,6,1,2,1,4,4
ENSMUSG00000007209,0,0,0,0,0,0
ENSMUSG00000008036,1157,909,1172,1062,1062,970
ENSMUSG00000001918,45,39,44,37,50,67
ENSMUSG00000048920,625,607,660,669,705,573
ENSMUSG00000030374,1377,1283,1361,1341,1384,1223
ENSMUSG00000041187,376,375,395,253,265,326
ENSMUSG00000097842,7,10,4,9,8,6
ENSMUSG00000078794,3,13,0,3,3,6
ENSMUSG00000108671,0,0,0,0,0,0
ENSMUSG00000063594,2,0,0,1,0,0
ENSMUSG00000043017,0,1,2,3,4,0
ENSMUSG00000019370,1747,1564,2002,1830,1537,1817
ENSMUSG00000070802,0,0,0,0,0,0
ENSMUSG00000064689,0,0,0,0,0,0
ENSMUSG00000041141,0,0,0,0,0,0
ENSMUSG00000108348,0,0,0,0,0,0
ENSMUSG00000041117,57,89,52,25,16,38
ENSMUSG00000003099,1858,1691,1659,1652,2039,1960
ENSMUSG00000004328,6,18,0,1,1,7
ENSMUSG00000108807,0,0,0,0,0,0
ENSMUSG00000066760,1,1,0,0,0,0
ENSMUSG00000108561,0,0,0,0,0,0
ENSMUSG00000108694,1,0,2,1,0,0
ENSMUSG00000053228,0,0,0,0,0,0
ENSMUSG00000108462,0,0,0,0,0,0
ENSMUSG00000023159,0,0,0,0,0,0
ENSMUSG00000108782,0,0,0,0,0,0
ENSMUSG00000108441,0,0,0,0,0,0
ENSMUSG00000096673,0,0,0,0,0,0
ENSMUSG00000094381,0,0,0,0,0,0
ENSMUSG00000108792,0,0,0,0,0,0
ENSMUSG00000108654,0,0,0,0,0,0
ENSMUSG00000108558,0,0,0,0,0,0
ENSMUSG00000108638,0,1,0,0,0,0
ENSMUSG00000008789,0,0,0,0,0,0
ENSMUSG00000063830,1,0,0,0,1,0
ENSMUSG00000108685,0,0,0,0,0,0
ENSMUSG00000023185,0,0,0,0,0,0
ENSMUSG00000078793,0,0,0,0,0,0
ENSMUSG00000030368,0,0,0,0,0,0
ENSMUSG00000057195,0,0,0,0,0,0
ENSMUSG00000093207,0,0,0,0,0,0
ENSMUSG00000108331,0,0,0,0,0,0
ENSMUSG00000030366,0,0,0,0,0,0
ENSMUSG00000108545,0,0,0,0,0,0
ENSMUSG00000066756,0,0,0,0,0,0
ENSMUSG00000108798,0,0,0,0,0,0
ENSMUSG00000054005,0,0,0,0,0,0
ENSMUSG00000108374,0,0,0,0,0,0
ENSMUSG00000003505,0,0,0,0,0,0
ENSMUSG00000109235,0,0,1,0,0,0
ENSMUSG00000109209,0,0,0,0,0,0
ENSMUSG00000076332,0,0,0,0,0,0
ENSMUSG00000030373,0,0,0,0,0,0
ENSMUSG00000109264,0,0,0,0,0,0
ENSMUSG00000108906,1,0,1,1,1,0
ENSMUSG00000070799,0,0,0,0,0,0
ENSMUSG00000109504,0,0,0,0,0,0
ENSMUSG00000109355,0,0,0,0,2,1
ENSMUSG00000070798,0,0,0,0,0,0
ENSMUSG00000065313,0,0,0,0,0,0
ENSMUSG00000070797,0,0,0,0,0,0
ENSMUSG00000109525,0,0,0,0,0,0
ENSMUSG00000109159,0,0,0,0,0,0
ENSMUSG00000074359,0,0,0,0,0,0
ENSMUSG00000108992,0,0,0,0,0,0
ENSMUSG00000109053,0,0,0,0,0,0
ENSMUSG00000070796,0,0,0,0,0,0
ENSMUSG00000109180,0,0,0,0,0,0
ENSMUSG00000063305,0,0,0,0,0,0
ENSMUSG00000109571,0,0,0,0,0,0
ENSMUSG00000108882,0,0,0,0,0,0
ENSMUSG00000044903,0,3,2,0,1,9
ENSMUSG00000109292,0,0,0,0,0,0
ENSMUSG00000108835,0,0,0,0,0,0
ENSMUSG00000109023,0,0,0,0,0,0
ENSMUSG00000096479,0,0,0,0,0,0
ENSMUSG00000109234,0,0,0,0,0,0
ENSMUSG00000109116,0,0,0,0,0,0
ENSMUSG00000004542,0,0,0,0,0,0
ENSMUSG00000109490,0,0,0,0,0,0
ENSMUSG00000004540,0,0,0,0,0,0
ENSMUSG00000108471,0,0,0,0,0,0
ENSMUSG00000040987,14,16,20,5,3,10
ENSMUSG00000030413,5,1,4,4,1,0
ENSMUSG00000074358,152,113,178,167,131,176
ENSMUSG00000030411,40,59,34,14,5,20
ENSMUSG00000097038,0,0,0,0,0,0
ENSMUSG00000051965,0,0,0,0,0,0
ENSMUSG00000108428,0,0,0,0,0,0
ENSMUSG00000074355,6,14,6,7,5,9
ENSMUSG00000048481,31,49,39,33,41,46
ENSMUSG00000086533,11,19,11,9,5,7
ENSMUSG00000044030,823,631,941,763,857,884
ENSMUSG00000040891,2464,1515,3190,2236,2212,1815
ENSMUSG00000023118,3186,2918,3676,3756,3470,3580
ENSMUSG00000040866,0,0,0,0,0,0
ENSMUSG00000030410,705,637,715,652,864,833
ENSMUSG00000030409,926,1349,528,590,358,791
ENSMUSG00000092659,2,0,1,0,0,0
ENSMUSG00000040841,197,169,208,204,155,213
ENSMUSG00000085601,0,2,5,4,0,2
ENSMUSG00000050428,231,249,262,247,275,239
ENSMUSG00000030407,570,462,541,489,593,532
ENSMUSG00000040824,254,334,334,380,357,298
ENSMUSG00000030406,0,0,0,1,0,0
ENSMUSG00000040811,422,372,521,620,478,510
ENSMUSG00000065543,0,0,0,0,0,0
ENSMUSG00000044317,53,105,47,17,12,30
ENSMUSG00000052214,1781,1554,1841,1688,2148,2021
ENSMUSG00000064580,1,0,0,0,0,0
ENSMUSG00000030403,555,580,481,427,360,433
ENSMUSG00000089636,2,4,5,0,2,3
ENSMUSG00000030402,3,2,1,0,1,2
ENSMUSG00000030401,9,16,6,14,3,30
ENSMUSG00000097266,0,1,0,0,0,0
ENSMUSG00000003545,1609,786,865,416,133,152
ENSMUSG00000108854,0,0,0,0,0,3
ENSMUSG00000109366,0,0,0,1,0,0
ENSMUSG00000003549,78,102,85,86,71,67
ENSMUSG00000047649,159,104,170,142,217,194
ENSMUSG00000040734,165,203,196,166,172,203
ENSMUSG00000030400,416,248,405,338,339,328
ENSMUSG00000097231,7,1,2,4,4,4
ENSMUSG00000076315,0,1,0,1,0,0
ENSMUSG00000040714,2,0,2,2,1,3
ENSMUSG00000030399,0,0,0,0,0,0
ENSMUSG00000040705,0,0,0,0,0,0
ENSMUSG00000030397,686,696,664,490,688,702
ENSMUSG00000065388,0,0,0,0,0,0
ENSMUSG00000011263,299,389,169,56,71,109
ENSMUSG00000109301,0,0,0,0,0,0
ENSMUSG00000057667,147,141,167,165,172,127
ENSMUSG00000002043,174,185,213,237,214,235
ENSMUSG00000060621,0,4,0,0,0,0
ENSMUSG00000051403,2989,2187,3227,2963,3393,3165
ENSMUSG00000044709,485,419,582,464,493,464
ENSMUSG00000011267,6,6,10,9,10,8
ENSMUSG00000061028,320,281,340,336,375,315
ENSMUSG00000097246,0,1,0,1,2,0
ENSMUSG00000002983,77,76,78,68,45,66
ENSMUSG00000002981,4396,4346,4740,5061,5358,4705
ENSMUSG00000002992,51,81,56,63,130,80
ENSMUSG00000109350,3,1,1,2,3,3
ENSMUSG00000074336,11242,10461,11056,10135,11937,12045
ENSMUSG00000040564,28134,32684,25237,29373,24664,33762
ENSMUSG00000002985,681204,455806,665829,543180,743477,638775
ENSMUSG00000002984,1070,893,1089,1148,1275,1367
ENSMUSG00000092381,2,0,0,0,0,0
ENSMUSG00000062300,1417,1129,2285,1877,2404,2320
ENSMUSG00000002980,52,101,63,64,76,65
ENSMUSG00000109136,0,1,0,0,0,0
ENSMUSG00000097226,0,0,0,0,1,0
ENSMUSG00000040525,530,504,500,656,569,688
ENSMUSG00000053175,788,575,1609,944,1047,931
ENSMUSG00000087206,1,8,1,2,3,0
ENSMUSG00000087593,24,36,17,27,21,25
ENSMUSG00000109424,5,11,3,7,1,7
ENSMUSG00000092216,1,0,0,1,0,0
ENSMUSG00000014686,1,5,0,1,1,5
ENSMUSG00000109214,0,0,0,0,0,1
ENSMUSG00000049848,0,0,0,0,0,0
ENSMUSG00000108942,0,0,0,4,1,0
ENSMUSG00000040511,311,442,267,335,229,376
ENSMUSG00000089886,5,8,10,3,6,5
ENSMUSG00000090075,0,0,0,0,0,0
ENSMUSG00000040498,16,11,10,4,4,16
ENSMUSG00000109281,0,0,0,0,0,0
ENSMUSG00000070778,0,0,0,0,0,0
ENSMUSG00000070777,0,0,0,0,0,0
ENSMUSG00000060508,0,0,0,0,0,0
ENSMUSG00000070150,0,0,0,0,0,0
ENSMUSG00000109103,0,0,0,0,0,0
ENSMUSG00000095201,0,0,0,0,0,0
ENSMUSG00000096152,0,0,0,0,0,0
ENSMUSG00000096164,0,0,0,0,0,0
ENSMUSG00000094011,0,0,0,0,0,0
ENSMUSG00000109240,0,0,0,0,0,0
ENSMUSG00000094735,0,0,0,0,0,0
ENSMUSG00000094298,0,0,0,0,0,0
ENSMUSG00000094757,0,0,0,0,0,0
ENSMUSG00000109360,0,0,0,0,0,0
ENSMUSG00000109166,0,0,0,0,0,0
ENSMUSG00000109019,0,0,0,0,0,0
ENSMUSG00000108843,0,0,0,0,0,0
ENSMUSG00000095745,0,0,0,0,0,0
ENSMUSG00000094160,0,0,0,0,0,0
ENSMUSG00000095806,0,0,0,0,0,0
ENSMUSG00000096386,0,0,0,0,0,0
ENSMUSG00000094545,0,0,0,0,0,0
ENSMUSG00000094762,0,0,0,0,0,0
ENSMUSG00000096663,0,0,0,0,0,0
ENSMUSG00000096903,0,0,0,0,0,0
ENSMUSG00000096761,0,0,0,0,0,0
ENSMUSG00000095837,0,0,0,0,0,0
ENSMUSG00000109060,0,0,0,0,0,0
ENSMUSG00000109469,0,0,0,0,0,0
ENSMUSG00000095275,0,0,0,0,0,0
ENSMUSG00000092487,0,0,0,0,0,0
ENSMUSG00000095768,0,0,0,0,0,0
ENSMUSG00000109138,0,0,0,0,0,0
ENSMUSG00000095190,0,0,0,0,0,0
ENSMUSG00000108834,0,0,0,0,0,0
ENSMUSG00000094284,0,0,0,0,0,0
ENSMUSG00000091638,0,0,0,0,0,0
ENSMUSG00000094085,0,0,0,0,0,0
ENSMUSG00000091435,0,0,0,0,0,0
ENSMUSG00000095973,0,0,0,0,0,0
ENSMUSG00000096737,0,0,0,0,0,0
ENSMUSG00000094589,0,0,0,0,0,0
ENSMUSG00000099623,0,0,0,0,0,0
ENSMUSG00000109272,0,0,0,0,0,0
ENSMUSG00000094010,0,0,0,0,0,0
ENSMUSG00000094501,0,0,0,0,0,0
ENSMUSG00000093986,0,0,0,0,0,0
ENSMUSG00000092616,0,0,0,0,0,0
ENSMUSG00000094680,0,0,0,0,0,0
ENSMUSG00000094001,0,0,0,0,0,0
ENSMUSG00000094385,0,0,0,0,0,0
ENSMUSG00000109269,0,0,0,0,0,0
ENSMUSG00000101436,0,0,0,0,0,0
ENSMUSG00000109000,0,0,0,0,0,0
ENSMUSG00000109253,0,0,0,0,0,0
ENSMUSG00000094221,0,0,0,0,0,0
ENSMUSG00000095309,0,0,0,0,0,0
ENSMUSG00000096813,0,0,0,0,0,0
ENSMUSG00000093890,0,0,0,0,0,0
ENSMUSG00000095758,0,0,0,0,0,0
ENSMUSG00000094879,0,0,0,0,0,0
ENSMUSG00000095185,0,0,0,0,0,0
ENSMUSG00000109259,0,0,0,0,0,0
ENSMUSG00000109516,0,0,0,0,0,0
ENSMUSG00000109380,0,0,0,0,0,0
ENSMUSG00000108907,0,0,0,0,0,0
ENSMUSG00000094208,0,0,0,0,0,0
ENSMUSG00000096741,0,0,0,0,0,0
ENSMUSG00000093941,0,0,0,0,0,0
ENSMUSG00000108879,0,0,0,0,0,0
ENSMUSG00000101076,0,0,0,0,0,0
ENSMUSG00000109300,0,0,0,0,0,0
ENSMUSG00000074322,0,0,0,0,0,0
ENSMUSG00000101280,0,0,0,0,0,0
ENSMUSG00000109557,0,0,0,0,0,0
ENSMUSG00000109276,0,0,0,0,0,0
ENSMUSG00000096513,0,0,0,0,0,0
ENSMUSG00000096760,0,0,0,0,0,0
ENSMUSG00000109569,0,0,0,0,0,0
ENSMUSG00000095064,0,0,0,0,0,0
ENSMUSG00000095191,0,0,0,0,0,0
ENSMUSG00000092506,0,0,0,0,0,0
ENSMUSG00000109092,0,0,0,0,0,0
ENSMUSG00000095976,0,0,0,0,0,0
ENSMUSG00000108853,0,0,0,0,0,0
ENSMUSG00000109405,0,0,0,0,0,0
ENSMUSG00000095962,0,0,0,0,0,0
ENSMUSG00000095287,0,0,0,0,0,0
ENSMUSG00000095163,0,0,0,0,0,0
ENSMUSG00000109263,0,0,0,0,0,0
ENSMUSG00000096283,0,0,0,0,0,0
ENSMUSG00000109041,0,0,0,0,0,0
ENSMUSG00000074311,0,0,0,0,0,0
ENSMUSG00000096304,0,0,0,0,0,0
ENSMUSG00000096348,0,0,0,0,0,0
ENSMUSG00000095273,0,0,0,0,0,0
ENSMUSG00000096071,0,0,0,0,0,0
ENSMUSG00000094981,0,0,0,0,0,0
ENSMUSG00000094149,0,0,0,0,0,0
ENSMUSG00000109411,0,0,0,0,0,0
ENSMUSG00000101948,0,0,0,0,0,0
ENSMUSG00000109444,0,0,0,0,0,0
ENSMUSG00000108944,0,0,0,0,0,0
ENSMUSG00000093871,0,0,0,0,0,0
ENSMUSG00000095816,0,0,0,0,0,0
ENSMUSG00000093917,0,0,0,0,0,0
ENSMUSG00000095543,0,0,0,0,0,0
ENSMUSG00000094542,0,0,0,0,0,0
ENSMUSG00000096871,0,0,0,0,0,0
ENSMUSG00000093853,0,0,0,0,0,0
ENSMUSG00000095383,0,0,0,0,0,0
ENSMUSG00000094748,0,0,0,0,0,0
ENSMUSG00000095984,0,0,0,0,0,0
ENSMUSG00000109043,0,0,0,0,0,0
ENSMUSG00000109396,0,0,0,0,0,0
ENSMUSG00000109567,0,0,0,0,0,0
ENSMUSG00000109247,0,0,0,0,0,0
ENSMUSG00000094905,0,0,0,0,0,0
ENSMUSG00000092547,0,0,0,0,0,0
ENSMUSG00000095081,0,0,0,0,0,0
ENSMUSG00000109169,0,0,0,0,0,0
ENSMUSG00000095363,0,0,0,0,0,0
ENSMUSG00000109546,0,0,0,0,0,0
ENSMUSG00000095619,0,0,0,0,0,0
ENSMUSG00000094700,0,0,0,0,0,0
ENSMUSG00000100654,0,0,0,0,0,0
ENSMUSG00000095931,0,0,0,0,0,0
ENSMUSG00000108922,0,0,0,0,0,0
ENSMUSG00000094931,0,0,0,0,0,0
ENSMUSG00000109514,0,0,0,0,0,0
ENSMUSG00000102023,0,0,0,0,0,0
ENSMUSG00000109072,0,0,0,0,0,0
ENSMUSG00000109345,0,0,0,0,0,0
ENSMUSG00000092297,0,0,0,0,0,0
ENSMUSG00000094532,0,0,0,0,0,0
ENSMUSG00000094934,0,0,0,0,0,0
ENSMUSG00000096601,0,0,0,0,0,0
ENSMUSG00000094684,0,0,0,0,0,0
ENSMUSG00000109098,0,0,0,0,0,0
ENSMUSG00000095683,0,0,0,0,0,0
ENSMUSG00000109085,0,0,0,0,0,0
ENSMUSG00000109535,0,0,0,0,0,0
ENSMUSG00000095358,0,0,0,0,0,0
ENSMUSG00000092462,0,0,0,0,0,0
ENSMUSG00000096073,0,0,0,0,0,0
ENSMUSG00000109024,0,0,0,0,0,0
ENSMUSG00000094682,0,0,0,0,0,0
ENSMUSG00000109425,0,0,0,0,0,0
ENSMUSG00000045693,0,0,0,0,0,0
ENSMUSG00000109325,49,30,66,75,11,113
ENSMUSG00000015721,0,0,0,0,0,0
ENSMUSG00000095946,0,0,0,0,0,0
ENSMUSG00000108946,0,0,0,0,0,0
ENSMUSG00000109477,0,0,0,0,0,0
ENSMUSG00000092496,0,0,0,0,0,0
ENSMUSG00000090715,0,0,0,0,0,0
ENSMUSG00000108936,0,0,0,0,0,0
ENSMUSG00000109182,0,0,0,0,0,0
ENSMUSG00000074291,0,0,0,0,0,0
ENSMUSG00000094602,0,0,0,0,0,0
ENSMUSG00000094187,0,0,0,0,0,0
ENSMUSG00000062483,0,0,0,0,0,0
ENSMUSG00000035523,0,0,0,0,0,0
ENSMUSG00000115021,0,0,0,0,0,0
ENSMUSG00000090411,0,0,0,0,0,0
ENSMUSG00000092629,0,0,0,0,0,0
ENSMUSG00000109318,0,0,0,0,0,0
ENSMUSG00000109310,0,1,0,0,0,1
ENSMUSG00000095632,0,0,0,0,0,0
ENSMUSG00000096859,0,0,0,0,0,0
ENSMUSG00000057513,0,0,0,0,0,0
ENSMUSG00000109210,0,0,0,0,0,0
ENSMUSG00000062598,0,0,0,0,0,0
ENSMUSG00000046924,0,0,0,0,0,0
ENSMUSG00000066724,4,3,2,0,2,1
ENSMUSG00000092473,0,0,0,0,0,0
ENSMUSG00000109065,0,0,0,0,0,0
ENSMUSG00000097425,0,0,0,0,0,0
ENSMUSG00000092456,0,0,0,0,0,0
ENSMUSG00000108613,0,0,0,0,0,0
ENSMUSG00000066723,0,0,0,0,0,0
ENSMUSG00000095331,0,0,0,0,0,0
ENSMUSG00000108960,0,0,0,0,0,0
ENSMUSG00000057101,545,501,536,534,613,533
ENSMUSG00000052675,15,23,11,19,34,22
ENSMUSG00000108703,0,0,0,0,0,0
ENSMUSG00000047603,197,182,187,158,215,158
ENSMUSG00000068962,10,10,4,2,5,10
ENSMUSG00000087598,238,145,213,174,200,189
ENSMUSG00000108361,0,0,0,0,0,0
ENSMUSG00000074283,94,83,113,94,145,88
ENSMUSG00000030486,59,63,59,59,103,85
ENSMUSG00000055305,128,61,134,108,167,136
ENSMUSG00000050605,19,13,9,4,6,17
ENSMUSG00000074282,32,27,37,48,56,41
ENSMUSG00000108567,0,0,0,0,0,0
ENSMUSG00000082802,0,0,0,0,0,0
ENSMUSG00000055826,0,0,0,0,0,0
ENSMUSG00000088354,0,0,0,0,0,0
ENSMUSG00000030484,0,0,0,0,0,0
ENSMUSG00000054342,3,3,1,2,3,2
ENSMUSG00000002210,367,379,441,375,443,409
ENSMUSG00000062028,0,1,0,0,0,0
ENSMUSG00000108360,0,0,0,0,0,0
ENSMUSG00000046223,20,29,14,14,1,21
ENSMUSG00000054793,41,24,64,41,65,22
ENSMUSG00000064264,9,14,9,10,13,21
ENSMUSG00000117477,0,0,0,0,0,0
ENSMUSG00000041037,785,1015,1153,949,1237,1325
ENSMUSG00000011632,1,0,1,0,0,0
ENSMUSG00000051768,330,308,367,311,468,339
ENSMUSG00000066721,0,0,0,0,0,1
ENSMUSG00000064254,682,734,1092,1235,667,974
ENSMUSG00000074277,267,115,389,229,360,333
ENSMUSG00000097215,0,0,0,0,0,0
ENSMUSG00000057454,0,0,0,0,0,0
ENSMUSG00000108470,0,0,0,1,0,0
ENSMUSG00000108787,0,0,0,0,0,0
ENSMUSG00000062773,0,0,0,0,0,0
ENSMUSG00000108768,0,0,0,0,0,0
ENSMUSG00000108430,0,0,0,0,0,0
ENSMUSG00000045587,0,0,0,0,0,0
ENSMUSG00000058717,0,0,0,0,0,0
ENSMUSG00000108404,0,0,0,0,0,0
ENSMUSG00000052212,22,5,5,5,10,6
ENSMUSG00000054169,0,0,0,0,1,0
ENSMUSG00000011350,0,0,0,0,0,0
ENSMUSG00000108302,0,0,0,0,0,0
ENSMUSG00000091955,0,2,0,1,0,0
